ticker,company,date,event_type,titles,executive,form,filing_url
WHR,Whirlpool,2018-12-17,transition,CHIEF EXECUTIVE OFFICER,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/106640/000010664018000081/whr1217188-k.htm
WHR,Whirlpool,2019-09-16,appointment,PRESIDENT,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/106640/000162828019011748/whr91620198-k.htm
WHR,Whirlpool,2019-10-17,appointment,unspecified,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/106640/000010664019000128/whr101420198-k.htm
WHR,Whirlpool,2020-02-20,appointment,unspecified,Unknown,8-K/A,https://www.sec.gov/Archives/edgar/data/106640/000010664020000044/whr22020208-ka.htm
WHR,Whirlpool,2023-04-20,appointment,unspecified,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/106640/000010664023000058/whr-20230418.htm
WHR,Whirlpool,2024-04-23,appointment,PRESIDENT | CHIEF FINANCIAL OFFICER,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/106640/000010664024000091/whr-20240422.htm
WHR,Whirlpool,2025-02-18,transition,unspecified,Unknown,8-K/A,https://www.sec.gov/Archives/edgar/data/106640/000010664025000017/whr-20250213.htm
WHR,Whirlpool,2025-02-18,appointment,unspecified,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/106640/000010664025000014/whr-20250217.htm
WHR,Whirlpool,2025-04-16,appointment,unspecified,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/106640/000010664025000043/whr-20250415.htm
WHR,Whirlpool,2025-06-17,appointment,unspecified,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/106640/000010664025000086/whr-20250617.htm
WHR,Whirlpool,2025-08-19,appointment,unspecified,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/106640/000010664025000127/whr-20250819.htm
WHR,Whirlpool,2026-03-16,transition,PRESIDENT | CHIEF FINANCIAL OFFICER | EXECUTIVE VICE PRESIDENT,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/106640/000010664026000012/whr-20260313.htm
WHR,Whirlpool,2026-04-01,transition,COO | PRESIDENT | EXECUTIVE VICE PRESIDENT,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/106640/000010664026000015/whr-20260330.htm
WHR,Whirlpool,2026-04-03,transition,COO | PRESIDENT | EXECUTIVE VICE PRESIDENT,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/106640/000010664026000017/whr-20260330.htm
WSM,Williams-Sonoma,2017-08-01,transition,CHIEF EXECUTIVE OFFICER,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000114036117029621/form8k.htm
WSM,Williams-Sonoma,2017-12-06,transition,PRESIDENT | CHIEF FINANCIAL OFFICER,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000162828017012136/a8-k120517.htm
WSM,Williams-Sonoma,2018-10-11,departure,PRESIDENT | CHIEF EXECUTIVE OFFICER | CEO,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000094511418000015/systemax8-k10112018.htm
WSM,Williams-Sonoma,2019-01-09,appointment,CHIEF EXECUTIVE OFFICER,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000094511419000003/a8-knewdirector.htm
WSM,Williams-Sonoma,2021-02-23,departure,PRESIDENT,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000094511421000005/syx-20210222.htm
WSM,Williams-Sonoma,2021-08-31,appointment,PRESIDENT,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000094511421000056/gic-20210826.htm
WSM,Williams-Sonoma,2021-10-08,appointment,PRESIDENT | CHIEF FINANCIAL OFFICER | CEO,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000094511421000058/gic-20211006.htm
WSM,Williams-Sonoma,2022-07-06,transition,PRESIDENT | CHIEF FINANCIAL OFFICER | CHIEF EXECUTIVE OFFICER,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000094511422000055/gic-20220701.htm
WSM,Williams-Sonoma,2023-01-31,transition,unspecified,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000094511423000009/gic-20230127.htm
WSM,Williams-Sonoma,2023-02-24,transition,PRESIDENT | CHIEF FINANCIAL OFFICER | CHIEF EXECUTIVE OFFICER,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000094511423000024/gic-20230221.htm
WSM,Williams-Sonoma,2024-02-20,appointment,PRESIDENT | CHIEF EXECUTIVE OFFICER,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000094511424000006/gic-20240214.htm
WSM,Williams-Sonoma,2024-03-05,transition,PRESIDENT | CHIEF FINANCIAL OFFICER | CHIEF EXECUTIVE OFFICER,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000094511424000012/gic-20240228.htm
WSM,Williams-Sonoma,2024-07-11,transition,PRESIDENT | CHIEF EXECUTIVE OFFICER | CEO,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000094511424000042/gic-20240710.htm
WSM,Williams-Sonoma,2025-02-10,appointment,COO | CEO | PRESIDENT | CHIEF EXECUTIVE OFFICER | PRINCIPAL EXECUTIVE OFFICER,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000094511425000006/gic-20250207.htm
WSM,Williams-Sonoma,2025-08-08,transition,PRESIDENT | CHIEF FINANCIAL OFFICER | CHIEF EXECUTIVE OFFICER,Unknown,8-K,https://www.sec.gov/Archives/edgar/data/945114/000094511425000044/gic-20250807.htm
