firm_name,ticker,date,returns,alpha,mkt_beta,ivol,total_vol,cape,ev_multiple,price_op,pe,price_sales,op_margin,roe,roic_ce,ret_common,roic,pretax_noa,pretax_ea,int_ltdebt,leverage,lt_debt_eq,int_coverage,ccc,pb,peg,has_beta,quarter
,A,2017-12-31,,,,,,38.4646441221712,21.840145433789957,30.72018348623853,31.89047619047619,4.837324654362496,0.1970035778175313,0.1484375,0.13556974686466108,0.15076041437072957,0.12260967379077616,0.25200228832951943,0.19152173913043477,0.0425531914893617,0.2386660337051982,0.3669519152404238,11.151898734177216,109.36358606078018,4.40760306730014,2.136014428693982,False,2017Q4
,A,2018-01-31,,,,,,42.174985488224166,21.840145433789957,33.68348623853211,34.96666666666667,5.303938246551268,0.1970035778175313,0.1484375,0.13556974686466108,0.15076041437072957,0.12260967379077616,0.25200228832951943,0.19152173913043477,0.0425531914893617,0.2386660337051982,0.3669519152404238,11.151898734177216,109.36358606078018,4.832765248283877,2.3420567343437226,False,2018Q1
,A,2018-02-28,,,,,,39.35838877698266,21.840145433789957,31.463302752293576,32.661904761904765,4.949722237964009,0.1970035778175313,0.1484375,0.13556974686466108,0.15076041437072957,0.12260967379077616,0.25200228832951943,0.19152173913043477,0.0425531914893617,0.2386660337051982,0.3669519152404238,11.151898734177216,109.36358606078018,4.510015861486359,2.1876844805751867,False,2018Q1
,A,2018-03-31,,,,,,42.19796927542465,20.566703428442032,29.213973799126638,113.38983050847459,4.673681064137966,0.19410745233968804,0.043112455320318946,0.1366113969887555,0.043295780870333554,0.04329856327494588,0.263103802672148,0.19477202325960546,0.04386451971127152,0.24789676955779766,0.3913090711569799,11.341772151898734,110.83769992085044,4.770834098200099,4.273145099124225,False,2018Q1
,A,2018-04-30,,,,,,41.46628321000451,20.566703428442032,28.707423580786024,111.42372881355932,4.592642394088996,0.19410745233968804,0.043112455320318946,0.1366113969887555,0.043295780870333554,0.04329856327494588,0.263103802672148,0.19477202325960546,0.04386451971127152,0.24789676955779766,0.3913090711569799,11.341772151898734,110.83769992085044,4.68811085606254,4.199051701291876,False,2018Q2
,A,2018-05-31,,,,,,38.7509579543284,20.566703428442032,27.03930131004367,104.94915254237289,4.291903651245752,0.19410745233968804,0.043112455320318946,0.1366113969887555,0.043295780870333554,0.04329856327494588,0.263103802672148,0.19477202325960546,0.04386451971127152,0.24789676955779766,0.3913090711569799,11.341772151898734,110.83769992085044,4.381120578096062,3.9550544773956946,False,2018Q2
,A,2018-06-30,,,,,,41.87920780785438,21.050801146297953,25.6597510373444,85.8888888888889,4.191913501868814,0.19427966101694916,0.05149375339489408,0.13782737759741479,0.05171003109147439,0.049164975807710315,0.2574035087719298,0.1900321210237281,0.04332129963898917,0.24443208756475168,0.38614551498579164,11.756410256410257,111.2190115992262,4.289146266815695,4.934546520617264,False,2018Q2
,A,2018-07-31,,,,,,44.72352708842164,21.050801146297953,27.40248962655602,91.72222222222223,4.476616604433221,0.19427966101694916,0.05149375339489408,0.13782737759741479,0.05171003109147439,0.049164975807710315,0.2574035087719298,0.1900321210237281,0.04332129963898917,0.24443208756475168,0.38614551498579164,11.756410256410257,111.2190115992262,4.580453148260308,5.269687131655306,False,2018Q3
,A,2018-08-31,,,,,,45.570380128781146,21.050801146297953,28.024896265560166,93.80555555555557,4.561382646576833,0.19427966101694916,0.05149375339489408,0.13782737759741479,0.05171003109147439,0.049164975807710315,0.2574035087719298,0.1900321210237281,0.04332129963898917,0.24443208756475168,0.38614551498579164,11.756410256410257,111.2190115992262,4.6671853656715045,5.3893802070260355,False,2018Q3
,A,2018-09-30,,,,,,51.05241478452186,20.871229838990427,27.447470817120628,77.51648351648352,4.675823683061479,0.19609066333957165,0.06391078226368559,0.1400876476268291,0.06417572951437493,0.05798670171640637,0.25281501340482576,0.18719602977667493,0.042777777777777776,0.2355722917943778,0.38695114741763853,12.246753246753247,113.70284702981212,4.9268264881337975,5.586177899970291,False,2018Q3
,A,2018-10-31,,,,,,46.89092653386911,20.871229838990427,25.210116731517513,71.1978021978022,4.294678434569069,0.19609066333957165,0.06391078226368559,0.1400876476268291,0.06417572951437493,0.05798670171640637,0.25281501340482576,0.18719602977667493,0.042777777777777776,0.2355722917943778,0.38695114741763853,12.246753246753247,113.70284702981212,4.525220988572009,5.130826001404525,False,2018Q4
,A,2018-11-30,,,,,,52.362377145182386,20.871229838990427,28.151750972762645,79.5054945054945,4.795801416842499,0.19609066333957165,0.06391078226368559,0.1400876476268291,0.06417572951437493,0.05798670171640637,0.25281501340482576,0.18719602977667493,0.042777777777777776,0.2355722917943778,0.38695114741763853,12.246753246753247,113.70284702981212,5.053244744433738,5.72951475847534,False,2018Q4
,A,2018-12-31,,,,,,44.692670316918324,18.637597710241465,24.710622710622708,69.54639175257732,4.372860376144552,0.20126170126170126,0.06621961441743504,0.14975772259236828,0.06724835071291764,0.05824519588857441,0.2761798380340687,0.20612755314714465,0.041666666666666664,0.21063107364477227,0.38805004314063846,13.186666666666667,106.62173670032216,4.6350810803223315,25.67822384869027,False,2018Q4
,A,2019-01-31,,,,,,50.383601543439205,18.637597710241465,27.857142857142858,78.4020618556701,4.929677578771992,0.20126170126170126,0.06621961441743504,0.14975772259236828,0.06724835071291764,0.05824519588857441,0.2761798380340687,0.20612755314714465,0.041666666666666664,0.21063107364477227,0.38805004314063846,13.186666666666667,106.62173670032216,5.225288097947707,28.34942263752941,False,2019Q1
,A,2019-02-28,,,,,,52.47798630497024,18.637597710241465,29.0989010989011,81.89690721649484,5.134598253038194,0.20126170126170126,0.06621961441743504,0.14975772259236828,0.06724835071291764,0.05824519588857441,0.2761798380340687,0.20612755314714465,0.041666666666666664,0.21063107364477227,0.38805004314063846,13.186666666666667,106.62173670032216,5.442496940342901,27.434869405924918,False,2019Q1
,A,2019-03-31,,,,,,57.51422018685354,19.59259843490879,29.33576642335766,22.706214689265536,5.117693043496343,0.1991177060356928,0.24870466321243523,0.15204409738171795,0.24964414759662762,0.189909585502368,0.269489110523102,0.20213740458015267,0.0405780989438577,0.2169179229480737,0.3817709162289777,13.602739726027398,114.18601743627845,5.06789817472523,0.15189498443024382,False,2019Q1
,A,2019-04-30,,,,,,56.16902760563381,19.59259843490879,28.64963503649635,22.17514124293785,4.99799598957289,0.1991177060356928,0.24870466321243523,0.15204409738171795,0.24964414759662762,0.189909585502368,0.269489110523102,0.20213740458015267,0.0405780989438577,0.2169179229480737,0.3817709162289777,13.602739726027398,114.18601743627845,4.949365766481335,0.14834232741694625,False,2019Q2
,A,2019-05-31,,,,,,47.7460994125839,19.59259843490879,24.470802919708028,18.940677966101696,4.248512455250473,0.1991177060356928,0.24870466321243523,0.15204409738171795,0.24964414759662762,0.189909585502368,0.269489110523102,0.20213740458015267,0.0405780989438577,0.2169179229480737,0.3817709162289777,13.602739726027398,114.18601743627845,4.268032481322104,0.12670513443702228,False,2019Q2
,A,2019-06-30,,,,,,49.926357874311336,20.13018263774671,27.45220588235294,21.51873198847262,4.701174881729336,0.19924287706714486,0.23704175287813678,0.15214331900650413,0.23791267305644304,0.18236942088498292,0.27860973741032247,0.2105041574571098,0.03947734222963581,0.20634465351078476,0.37157171633696606,14.084507042253522,115.74533303959129,4.603940825638934,0.1851684218273312,False,2019Q2
,A,2019-07-31,,,,,,46.40938486500408,20.13018263774671,25.518382352941174,20.0028818443804,4.370009023152208,0.19924287706714486,0.23704175287813678,0.15214331900650413,0.23791267305644304,0.18236942088498292,0.27860973741032247,0.2105041574571098,0.03947734222963581,0.20634465351078476,0.37157171633696606,14.084507042253522,115.74533303959129,4.279624446283108,0.17212455014108824,False,2019Q3
,A,2019-08-31,,,,,,46.56426083132517,20.13018263774671,26.143382352941174,20.49279538904899,4.384592482343948,0.19924287706714486,0.23704175287813678,0.15214331900650413,0.23791267305644304,0.18236942088498292,0.27860973741032247,0.2105041574571098,0.03947734222963581,0.20634465351078476,0.37157171633696606,14.084507042253522,115.74533303959129,4.293906276855469,0.1763402501157295,False,2019Q3
,A,2019-09-30,,,,,,47.03864324114004,19.93807301703163,28.593283582089548,22.87462686567164,4.659043612970678,0.1994106090373281,0.22147616342131088,0.15328852978932267,0.22226829773999585,0.1721191130519896,0.2916666666666667,0.2216399170215089,0.042457766482284345,0.20469550369948777,0.34225337699549735,14.295774647887324,115.98006902249574,4.995688222039341,0.2747578536595383,False,2019Q3
,A,2019-10-31,,,,,,46.49846474263612,19.93807301703163,28.264925373134325,22.611940298507463,4.605540471512771,0.1994106090373281,0.22147616342131088,0.15328852978932267,0.22226829773999585,0.1721191130519896,0.2916666666666667,0.2216399170215089,0.042457766482284345,0.20469550369948777,0.34225337699549735,14.295774647887324,115.98006902249574,4.93831914893617,0.2716026023060163,False,2019Q4
,A,2019-11-30,,,,,,49.579945097959886,19.93807301703163,30.138059701492534,24.110447761194028,4.910752322423669,0.1994106090373281,0.22147616342131088,0.15328852978932267,0.22226829773999585,0.1721191130519896,0.2916666666666667,0.2216399170215089,0.042457766482284345,0.20469550369948777,0.34225337699549735,14.295774647887324,115.98006902249574,5.265584436725611,0.2896018770726988,False,2019Q4
,A,2019-12-31,,,,,,44.533340580136795,20.26619171899529,31.832089552238806,25.31454005934718,5.125258759000055,0.20046484601975595,0.2275092936802974,0.15309518526736188,0.22995169082125605,0.17782264326758815,0.3792598021253206,0.2376851532897003,0.041225626740947076,0.2546550994498519,0.3747645951035782,13.986486486486486,113.43279123924546,5.537081182824291,0.3117385827476032,False,2019Q4
,A,2020-01-31,,,,,,43.097791522580415,20.26619171899529,30.80597014925373,24.498516320474778,4.960044106666141,0.20046484601975595,0.2275092936802974,0.15309518526736188,0.22995169082125605,0.17782264326758815,0.3792598021253206,0.2376851532897003,0.041225626740947076,0.2546550994498519,0.3747645951035782,13.986486486486486,113.43279123924546,5.358591279078738,0.3016895720506637,False,2020Q1
,A,2020-02-29,,,,,,40.30779142571715,20.26619171899529,28.75746268656716,22.869436201780413,4.638948221026754,0.20046484601975595,0.2275092936802974,0.15309518526736188,0.22995169082125605,0.17782264326758815,0.3792598021253206,0.2376851532897003,0.041225626740947076,0.2546550994498519,0.3747645951035782,13.986486486486486,113.43279123924546,5.011694845189607,0.28162809251386445,False,2020Q1
,A,2020-03-31,,,,,,38.629516583316274,20.399924000000002,26.330882352941178,29.595041322314053,4.235524345011817,0.19308632543926663,0.1552293391578199,0.14728484539461703,0.15547415547415547,0.12742718446601942,0.3486206896551724,0.23088781044818726,0.04463368081045368,0.23653005464480875,0.3492999641007231,13.302631578947368,120.21423770581177,4.574506078894776,0.21858453416924856,False,2020Q1
,A,2020-04-30,,,,,,41.34793031523398,20.399924000000002,28.18382352941176,31.677685950413224,4.533584185251304,0.19308632543926663,0.1552293391578199,0.14728484539461703,0.15547415547415547,0.12742718446601942,0.3486206896551724,0.23088781044818726,0.04463368081045368,0.23653005464480875,0.3492999641007231,13.302631578947368,120.21423770581177,4.896420543311846,0.23396663487035174,False,2020Q2
,A,2020-05-31,,,,,,47.53986927539458,20.399924000000002,32.40441176470588,36.421487603305785,5.212497889802145,0.19308632543926663,0.1552293391578199,0.14728484539461703,0.15547415547415547,0.12742718446601942,0.3486206896551724,0.23088781044818726,0.04463368081045368,0.23653005464480875,0.3492999641007231,13.302631578947368,120.21423770581177,5.629669750619643,0.26900364202286464,False,2020Q2
